Championship Year,Country,Serie,Date,Time,Home Team,Away Team,Full Time Home Team Goals,Full Time Away Team Goals,Full Time Result,Half Time Home Team Goals,Half Time Away Team Goals,Half Time Result,Home Team Shots,Away Team Shots,Home Team Shots on Target,Away Team Shots on Target,Home Team Fouls Committed,Away Team Fouls Committed,Home Team Corners,Away Team Corners,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Red Cards,Away Team Red Cards,Market maximum home win odds,Market maximum draw win odds,Market maximum away win odds,Market average home win odds,Market average draw win odds,Market average away win odds,Market maximum over 2.5 goals,Market maximum under 2.5 goals,Market average over 2.5 goals,Market average under 2.5 goals
2021/2022,Italy,A,03/10/2021,17:00,Fiorentina,Napoli,1,2,Away,1,1,D,10,12,3,6,16,13,8,2,3,3,0,0,4.15,3.66,2.05,3.92,3.52,1.98,1.85,2.18,1.76,2.1
2021/2022,Italy,A,03/10/2021,17:00,Roma,Empoli,2,0,Home,1,0,H,18,11,7,3,11,16,5,5,2,3,0,0,1.47,5.5,8,1.42,5.15,6.73,1.43,3.2,1.39,3
2021/2022,Italy,A,03/10/2021,19:45,Atalanta,Milan,2,3,Away,0,2,A,17,13,6,7,13,14,9,5,1,4,0,0,2.2,3.77,3.58,2.13,3.64,3.34,1.74,2.35,1.67,2.23
2021/2022,Italy,A,16/10/2021,14:00,Spezia,Salernitana,2,1,Home,0,1,A,18,15,5,4,13,15,10,2,2,3,0,0,2.26,3.48,3.56,2.19,3.33,3.44,1.92,2.03,1.86,1.96
2021/2022,Italy,A,16/10/2021,17:00,Lazio,Inter,3,1,Home,0,1,A,19,12,8,4,12,12,7,3,3,6,1,0,3.58,3.55,2.27,3.33,3.41,2.2,1.72,2.32,1.66,2.25
2021/2022,Italy,A,16/10/2021,19:45,Milan,Verona,3,2,Home,0,2,A,17,10,4,5,11,20,5,4,1,4,0,0,1.58,4.48,6.65,1.54,4.27,6.14,1.68,2.47,1.63,2.31
2021/2022,Italy,A,17/10/2021,11:30,Cagliari,Sampdoria,3,1,Home,1,0,H,12,17,5,3,14,18,5,9,4,2,0,0,2.8,3.55,2.83,2.6,3.38,2.74,1.85,2.16,1.76,2.09
2021/2022,Italy,A,17/10/2021,14:00,Empoli,Atalanta,1,4,Away,1,2,A,13,22,6,7,10,15,5,4,3,2,0,0,6,4.45,1.67,5.31,4.24,1.61,1.53,2.65,1.5,2.56
2021/2022,Italy,A,17/10/2021,14:00,Genoa,Sassuolo,2,2,Draw,1,2,A,19,15,4,5,11,18,6,1,2,4,0,0,3.39,3.6,2.4,3.13,3.45,2.29,1.75,2.29,1.68,2.21
2021/2022,Italy,A,17/10/2021,14:00,Udinese,Bologna,1,1,Draw,0,0,D,10,23,2,11,15,11,2,8,3,7,1,0,2.4,3.5,3.23,2.32,3.36,3.14,2,2.01,1.92,1.91
2021/2022,Italy,A,17/10/2021,17:00,Napoli,Torino,1,0,Home,0,0,D,10,11,3,3,6,20,3,4,2,4,0,0,1.47,4.9,8.5,1.42,4.68,7.78,1.74,2.29,1.66,2.23
2021/2022,Italy,A,17/10/2021,19:45,Juventus,Roma,1,0,Home,1,0,H,6,14,2,4,18,13,0,6,3,5,0,0,1.98,3.9,4.3,1.9,3.67,4.07,1.78,2.27,1.7,2.18
2021/2022,Italy,A,18/10/2021,19:45,Venezia,Fiorentina,1,0,Home,1,0,H,4,10,2,2,17,11,2,5,2,5,0,1,4.33,3.81,1.94,4.1,3.64,1.9,2,2.01,1.91,1.91
2021/2022,Italy,A,22/10/2021,17:30,Torino,Genoa,3,2,Home,2,0,H,17,14,6,4,20,18,2,4,2,3,0,0,1.85,3.9,5.51,1.73,3.76,4.99,1.98,2.03,1.89,1.94
2021/2022,Italy,A,22/10/2021,19:45,Sampdoria,Spezia,2,1,Home,2,0,H,6,17,2,7,9,9,0,8,3,1,0,0,1.89,4.05,4.5,1.84,3.89,4.14,1.67,2.4,1.63,2.32
2021/2022,Italy,A,23/10/2021,14:00,Salernitana,Empoli,2,4,Away,0,4,A,12,11,6,6,11,16,7,1,1,3,0,0,2.81,3.52,2.72,2.72,3.37,2.62,1.91,2.08,1.85,1.98
2021/2022,Italy,A,23/10/2021,17:00,Sassuolo,Venezia,3,1,Home,1,1,D,14,8,7,3,10,15,5,4,1,2,0,0,1.63,4.5,6,1.59,4.24,5.47,1.68,2.4,1.62,2.31
2021/2022,Italy,A,23/10/2021,19:45,Bologna,Milan,2,4,Away,0,2,A,9,15,4,7,7,15,4,1,1,3,2,0,3.58,3.89,2.24,3.34,3.5,2.16,1.76,2.31,1.69,2.2
2021/2022,Italy,A,24/10/2021,11:30,Atalanta,Udinese,1,1,Draw,0,0,D,8,9,3,3,15,15,6,3,2,2,0,0,1.45,5.25,8.5,1.4,4.99,7.57,1.61,2.63,1.54,2.48
2021/2022,Italy,A,24/10/2021,14:00,Fiorentina,Cagliari,3,0,Home,2,0,H,21,3,5,1,11,15,4,1,0,2,0,0,1.73,4.2,5.29,1.68,3.99,4.93,1.79,2.21,1.73,2.13
2021/2022,Italy,A,24/10/2021,14:00,Verona,Lazio,4,1,Home,2,0,H,16,9,7,4,12,15,3,4,2,2,0,0,3.24,3.75,2.32,3.1,3.58,2.24,1.76,2.27,1.71,2.16
2021/2022,Italy,A,24/10/2021,17:00,Roma,Napoli,0,0,Draw,0,0,D,13,11,1,3,14,10,7,4,4,1,0,0,3.04,3.78,2.5,2.86,3.51,2.43,1.74,2.34,1.67,2.22
2021/2022,Italy,A,24/10/2021,19:45,Inter,Juventus,1,1,Draw,1,0,H,10,16,2,4,14,16,5,2,2,2,0,0,2.19,3.86,3.51,2.12,3.6,3.37,1.83,2.19,1.76,2.08
2021/2022,Italy,A,26/10/2021,17:30,Spezia,Genoa,1,1,Draw,0,0,D,13,9,3,2,12,16,3,3,2,4,0,0,2.46,3.6,3.12,2.37,3.49,2.96,1.72,2.31,1.67,2.22
2021/2022,Italy,A,26/10/2021,17:30,Venezia,Salernitana,1,2,Away,1,0,H,8,21,4,7,17,13,4,5,3,3,1,0,2.05,3.56,4.23,1.98,3.44,4,2.09,1.86,2.03,1.81
2021/2022,Italy,A,26/10/2021,19:45,Milan,Torino,1,0,Home,1,0,H,10,12,2,2,14,21,2,5,3,3,0,0,1.79,4.2,6.09,1.64,3.94,5.47,1.82,2.2,1.75,2.11
2021/2022,Italy,A,27/10/2021,17:30,Juventus,Sassuolo,1,2,Away,0,1,A,14,8,3,4,21,15,4,4,1,5,0,0,1.48,5.15,7.5,1.44,4.84,6.83,1.56,2.66,1.51,2.55
2021/2022,Italy,A,27/10/2021,17:30,Sampdoria,Atalanta,1,3,Away,1,2,A,8,13,3,4,15,19,3,3,4,3,0,0,4.62,4.37,1.8,4.36,4.1,1.74,1.56,2.59,1.52,2.51
2021/2022,Italy,A,27/10/2021,17:30,Udinese,Verona,1,1,Draw,1,0,H,16,5,5,2,13,12,7,4,1,2,0,0,2.55,3.48,3.08,2.47,3.3,2.93,1.97,1.98,1.91,1.9
2021/2022,Italy,A,27/10/2021,19:45,Cagliari,Roma,1,2,Away,0,0,D,7,22,5,3,16,16,2,10,3,4,0,0,5.3,4.34,1.68,4.94,4.18,1.65,1.65,2.45,1.58,2.38
2021/2022,Italy,A,27/10/2021,19:45,Empoli,Inter,0,2,Away,0,1,A,9,21,3,9,20,15,5,6,1,3,1,0,6.5,5.03,1.53,5.94,4.76,1.5,1.51,2.8,1.46,2.7
2021/2022,Italy,A,27/10/2021,19:45,Lazio,Fiorentina,1,0,Home,0,0,D,5,9,2,1,16,11,3,6,3,3,0,0,2,3.92,4.25,1.95,3.65,3.85,1.76,2.3,1.7,2.16
2021/2022,Italy,A,28/10/2021,19:45,Napoli,Bologna,3,0,Home,2,0,H,18,8,6,1,20,5,4,2,1,1,0,0,1.38,5.71,10.5,1.34,5.36,8.58,1.53,2.71,1.49,2.58
2021/2022,Italy,A,30/10/2021,14:00,Atalanta,Lazio,2,2,Draw,1,1,D,17,8,3,5,13,13,6,2,1,3,0,0,2.04,4.15,3.9,1.93,3.89,3.68,1.64,2.57,1.57,2.42
2021/2022,Italy,A,30/10/2021,17:00,Verona,Juventus,2,1,Home,2,0,H,12,15,5,4,22,8,4,1,4,3,0,0,4.36,4,1.91,4.06,3.74,1.87,1.84,2.21,1.75,2.09
2021/2022,Italy,A,30/10/2021,19:45,Torino,Sampdoria,3,0,Home,1,0,H,16,5,6,1,19,8,4,5,2,4,0,1,1.98,3.88,4.11,1.92,3.67,3.93,1.83,2.2,1.75,2.09
2021/2022,Italy,A,31/10/2021,11:30,Inter,Udinese,2,0,Home,0,0,D,15,9,6,5,9,11,6,4,0,2,0,0,1.37,5.6,10.5,1.34,5.06,9.38,1.66,2.45,1.6,2.34
2021/2022,Italy,A,31/10/2021,14:00,Fiorentina,Spezia,3,0,Home,1,0,H,27,3,12,0,9,20,7,4,4,3,0,0,1.59,4.58,6.5,1.54,4.36,5.82,1.66,2.43,1.61,2.32
2021/2022,Italy,A,31/10/2021,14:00,Genoa,Venezia,0,0,Draw,0,0,D,19,6,4,2,13,13,12,4,1,3,0,0,2.11,3.7,3.86,2.04,3.5,3.67,2.04,1.91,1.96,1.85
2021/2022,Italy,A,31/10/2021,14:00,Sassuolo,Empoli,1,2,Away,1,0,H,15,14,5,6,16,12,4,6,4,2,0,0,1.8,4.3,4.5,1.76,4.08,4.27,1.53,2.75,1.48,2.63
2021/2022,Italy,A,31/10/2021,17:00,Salernitana,Napoli,0,1,Away,0,0,D,9,18,3,3,11,13,4,4,0,2,1,1,12,5.82,1.34,9.93,5.46,1.31,1.58,2.55,1.55,2.44
2021/2022,Italy,A,31/10/2021,19:45,Roma,Milan,1,2,Away,0,1,A,24,8,6,3,19,13,6,2,4,7,0,1,2.45,3.78,3.11,2.33,3.52,2.96,1.81,2.32,1.71,2.15
2021/2022,Italy,A,01/11/2021,19:45,Bologna,Cagliari,2,0,Home,0,0,D,8,9,3,2,11,9,5,2,3,2,0,1,1.91,3.89,4.75,1.83,3.69,4.36,1.72,2.31,1.67,2.2
2021/2022,Italy,A,05/11/2021,19:45,Empoli,Genoa,2,2,Draw,0,1,A,10,15,2,7,8,21,4,5,0,4,0,0,2.2,3.82,3.42,2.13,3.68,3.3,1.71,2.36,1.65,2.26
2021/2022,Italy,A,06/11/2021,14:00,Spezia,Torino,1,0,Home,0,0,D,7,9,3,1,15,17,2,3,3,3,0,0,3.75,3.72,2.12,3.56,3.56,2.07,1.85,2.14,1.77,2.07
2021/2022,Italy,A,06/11/2021,17:00,Juventus,Fiorentina,1,0,Home,0,0,D,13,6,3,1,15,15,5,5,2,4,0,1,1.67,4.4,6,1.62,4.02,5.59,1.79,2.21,1.73,2.12
2021/2022,Italy,A,06/11/2021,19:45,Cagliari,Atalanta,1,2,Away,1,2,A,7,21,1,8,11,9,2,7,1,1,0,0,7,4.9,1.57,6.09,4.53,1.51,1.58,2.69,1.5,2.57
2021/2022,Italy,A,07/11/2021,11:30,Venezia,Roma,3,2,Home,1,2,A,13,27,7,10,12,18,4,11,2,2,0,0,6.5,4.61,1.58,5.89,4.41,1.54,1.71,2.34,1.66,2.24
2021/2022,Italy,A,07/11/2021,14:00,Sampdoria,Bologna,1,2,Away,0,0,D,10,14,4,7,14,12,6,5,4,1,0,0,2.48,3.8,3.05,2.4,3.53,2.9,1.76,2.31,1.69,2.18
2021/2022,Italy,A,07/11/2021,14:00,Udinese,Sassuolo,3,2,Home,2,2,D,13,10,2,4,14,15,1,5,3,3,1,0,2.52,3.61,3.05,2.39,3.49,2.92,1.83,2.15,1.77,2.08
2021/2022,Italy,A,07/11/2021,17:00,Lazio,Salernitana,3,0,Home,2,0,H,16,5,5,0,7,14,5,1,1,2,0,0,1.34,6,10.5,1.31,5.6,9.32,1.56,2.6,1.53,2.51
2021/2022,Italy,A,07/11/2021,17:00,Napoli,Verona,1,1,Draw,1,1,D,16,11,1,3,16,19,3,2,2,7,0,2,1.42,5.25,9,1.39,4.95,7.84,1.64,2.5,1.58,2.38
2021/2022,Italy,A,07/11/2021,19:45,Milan,Inter,1,1,Draw,1,1,D,16,13,4,3,16,11,4,8,1,0,0,0,3.33,3.86,2.34,3.14,3.6,2.22,1.75,2.32,1.67,2.21
2021/2022,Italy,A,20/11/2021,14:00,Atalanta,Spezia,5,2,Home,3,1,H,18,10,9,5,10,11,0,6,2,3,0,0,1.29,6.8,12,1.26,6.48,10.39,1.41,3.27,1.37,3.08
2021/2022,Italy,A,20/11/2021,17:00,Lazio,Juventus,0,2,Away,0,1,A,8,11,1,5,12,15,3,2,3,1,0,0,3.18,3.65,2.48,3.04,3.41,2.35,1.99,2.05,1.88,1.95
2021/2022,Italy,A,20/11/2021,19:45,Fiorentina,Milan,4,3,Home,2,0,H,9,17,5,7,6,10,5,6,1,1,0,0,3.3,3.63,2.33,3.16,3.48,2.26,1.92,2.05,1.84,1.98
2021/2022,Italy,A,21/11/2021,11:30,Sassuolo,Cagliari,2,2,Draw,1,1,D,20,11,4,4,13,10,6,5,1,2,0,0,1.7,4.49,5.75,1.65,4.23,4.95,1.66,2.45,1.59,2.35
2021/2022,Italy,A,21/11/2021,14:00,Bologna,Venezia,0,1,Away,0,0,D,22,8,6,6,6,9,17,0,0,3,0,0,1.69,4.34,5.75,1.64,4.05,5.27,1.8,2.19,1.74,2.09
2021/2022,Italy,A,21/11/2021,14:00,Salernitana,Sampdoria,0,2,Away,0,2,A,18,13,2,6,10,19,13,3,0,3,0,0,3.3,3.5,2.48,3.07,3.29,2.41,2.01,1.95,1.94,1.88
2021/2022,Italy,A,21/11/2021,17:00,Inter,Napoli,3,2,Home,2,1,H,17,9,7,3,15,16,4,1,4,3,0,0,2.33,3.59,3.42,2.25,3.45,3.22,1.83,2.16,1.76,2.06
2021/2022,Italy,A,21/11/2021,19:45,Genoa,Roma,0,2,Away,0,0,D,1,19,1,4,13,13,1,2,3,2,0,0,5.04,4.33,1.76,4.74,4.09,1.69,1.67,2.41,1.61,2.31
2021/2022,Italy,A,22/11/2021,17:30,Verona,Empoli,2,1,Home,0,0,D,22,9,5,4,7,13,1,3,1,3,0,0,1.82,4.28,4.7,1.76,3.99,4.39,1.66,2.44,1.59,2.34
2021/2022,Italy,A,22/11/2021,19:45,Torino,Udinese,2,1,Home,1,0,H,14,18,4,7,19,17,4,7,1,3,0,0,2.2,3.52,4,2.09,3.32,3.74,2.27,1.75,2.16,1.7
2021/2022,Italy,A,26/11/2021,19:45,Cagliari,Salernitana,1,1,Draw,0,0,D,19,8,3,2,13,10,7,6,3,1,0,0,1.91,3.8,4.78,1.85,3.53,4.49,2.16,1.82,2.07,1.76
2021/2022,Italy,A,27/11/2021,14:00,Empoli,Fiorentina,2,1,Home,0,0,D,17,16,5,7,15,10,8,5,1,1,0,0,3.7,3.9,2.15,3.49,3.57,2.09,1.76,2.27,1.69,2.17
2021/2022,Italy,A,27/11/2021,14:00,Sampdoria,Verona,3,1,Home,0,1,A,15,14,5,3,13,16,4,5,4,1,0,0,3,3.5,2.6,2.88,3.36,2.49,1.93,2.08,1.84,1.98
2021/2022,Italy,A,27/11/2021,17:00,Juventus,Atalanta,0,1,Away,0,1,A,15,7,2,1,13,20,6,4,4,5,0,0,2.29,3.65,3.54,2.18,3.49,3.33,1.79,2.3,1.71,2.13
2021/2022,Italy,A,27/11/2021,19:45,Venezia,Inter,0,2,Away,0,1,A,6,27,1,11,9,4,3,9,2,0,0,0,9.03,5.2,1.44,8.18,4.84,1.39,1.69,2.42,1.62,2.29
2021/2022,Italy,A,28/11/2021,11:30,Udinese,Genoa,0,0,Draw,0,0,D,17,8,3,2,18,11,8,1,3,4,0,0,1.88,3.75,5,1.81,3.56,4.66,2.05,1.91,1.98,1.84
2021/2022,Italy,A,28/11/2021,14:00,Milan,Sassuolo,1,3,Away,1,2,A,15,15,2,5,15,7,7,6,4,2,1,0,1.65,4.68,6,1.57,4.4,5.37,1.57,2.66,1.52,2.52
2021/2022,Italy,A,28/11/2021,14:00,Spezia,Bologna,0,1,Away,0,0,D,13,17,5,5,16,12,3,6,3,1,0,0,3.26,3.68,2.42,3.05,3.44,2.31,1.85,2.21,1.76,2.07
2021/2022,Italy,A,28/11/2021,17:00,Roma,Torino,1,0,Home,1,0,H,10,17,2,3,7,11,2,9,2,1,0,0,1.76,4.2,5.25,1.71,3.98,4.69,1.86,2.12,1.78,2.04
2021/2022,Italy,A,28/11/2021,19:45,Napoli,Lazio,4,0,Home,3,0,H,18,6,8,2,9,14,1,3,2,4,0,0,1.86,4.09,4.75,1.8,3.79,4.33,1.71,2.31,1.65,2.21
2021/2022,Italy,A,30/11/2021,17:30,Atalanta,Venezia,4,0,Home,2,0,H,19,8,6,4,11,9,4,2,0,1,0,0,1.27,6.55,15,1.24,6.25,12.62,1.55,2.7,1.5,2.57
2021/2022,Italy,A,30/11/2021,17:30,Fiorentina,Sampdoria,3,1,Home,3,1,H,17,11,7,4,6,16,3,6,0,3,0,0,1.77,4,5.41,1.72,3.81,5.03,1.8,2.21,1.72,2.13
2021/2022,Italy,A,30/11/2021,19:45,Salernitana,Juventus,0,2,Away,0,1,A,4,18,0,7,14,9,4,4,1,1,0,0,11,5.6,1.37,9.65,5.23,1.33,1.81,2.22,1.74,2.1
2021/2022,Italy,A,30/11/2021,19:45,Verona,Cagliari,0,0,Draw,0,0,D,15,12,6,4,15,12,11,1,3,2,0,0,1.72,4.23,5.5,1.66,4.08,5.01,1.7,2.38,1.63,2.28
2021/2022,Italy,A,01/12/2021,17:30,Bologna,Roma,1,0,Home,1,0,H,6,13,3,5,9,18,3,3,3,4,0,0,3.2,3.73,2.36,3.07,3.54,2.27,1.78,2.2,1.72,2.12
2021/2022,Italy,A,01/12/2021,17:30,Inter,Spezia,2,0,Home,1,0,H,31,7,11,4,18,10,11,1,1,2,0,0,1.22,8,15.66,1.19,7.34,14.11,1.41,3.25,1.37,3.05
2021/2022,Italy,A,01/12/2021,19:45,Genoa,Milan,0,3,Away,0,2,A,10,18,3,5,11,16,2,6,2,1,0,0,5.75,4.4,1.7,5.16,4.13,1.63,1.83,2.19,1.74,2.1
2021/2022,Italy,A,01/12/2021,19:45,Sassuolo,Napoli,2,2,Draw,0,0,D,9,9,7,4,10,19,5,4,4,2,0,0,4.22,4.05,1.92,3.98,3.86,1.86,1.64,2.52,1.57,2.41
2021/2022,Italy,A,02/12/2021,17:30,Torino,Empoli,2,2,Draw,2,1,H,10,16,3,5,9,15,1,11,1,3,1,0,1.83,3.88,5.02,1.77,3.7,4.69,1.91,2.05,1.83,1.98
2021/2022,Italy,A,02/12/2021,19:45,Lazio,Udinese,4,4,Draw,1,3,A,13,12,5,5,11,11,5,4,3,5,1,2,1.74,4.2,5.5,1.67,3.96,5.05,1.86,2.19,1.76,2.08
2021/2022,Italy,A,04/12/2021,14:00,Milan,Salernitana,2,0,Home,2,0,H,22,7,8,2,11,9,9,5,1,2,0,0,1.24,7.4,17,1.21,6.86,13.9,1.54,2.7,1.51,2.58
2021/2022,Italy,A,04/12/2021,17:00,Roma,Inter,0,3,Away,0,3,A,9,10,1,4,9,6,4,4,3,1,0,0,3.95,3.88,2.06,3.77,3.67,1.98,1.77,2.29,1.68,2.21
2021/2022,Italy,A,04/12/2021,19:45,Napoli,Atalanta,2,3,Away,1,1,D,15,21,4,7,16,18,6,7,2,3,0,0,2.56,3.66,2.96,2.48,3.52,2.8,1.73,2.4,1.65,2.27
2021/2022,Italy,A,05/12/2021,11:30,Bologna,Fiorentina,2,3,Away,1,1,D,8,6,3,3,12,15,0,2,3,3,0,0,2.97,3.37,2.7,2.83,3.26,2.58,1.91,2.05,1.84,1.99
2021/2022,Italy,A,05/12/2021,14:00,Spezia,Sassuolo,2,2,Draw,1,0,H,9,20,4,5,11,9,2,5,4,3,0,0,3.5,3.92,2.15,3.32,3.76,2.09,1.63,2.5,1.57,2.41
2021/2022,Italy,A,05/12/2021,14:00,Venezia,Verona,3,4,Away,3,0,H,9,16,5,6,13,14,1,6,2,2,1,0,3.99,3.6,2.17,3.66,3.44,2.07,2.01,1.95,1.94,1.88
2021/2022,Italy,A,05/12/2021,17:00,Sampdoria,Lazio,1,3,Away,0,3,A,18,6,5,5,13,9,7,0,4,3,0,1,3.57,3.86,2.15,3.38,3.65,2.09,1.71,2.33,1.66,2.23
2021/2022,Italy,A,05/12/2021,19:45,Juventus,Genoa,2,0,Home,1,0,H,27,0,12,0,15,7,5,1,3,1,0,0,1.29,6.4,15.25,1.25,5.91,12.41,1.72,2.33,1.66,2.23
2021/2022,Italy,A,06/12/2021,17:30,Empoli,Udinese,3,1,Home,0,1,A,22,19,9,8,12,18,8,6,4,3,0,0,2.7,3.55,2.82,2.59,3.39,2.72,1.96,2.04,1.87,1.95
2021/2022,Italy,A,06/12/2021,19:45,Cagliari,Torino,1,1,Draw,0,1,A,15,8,2,3,12,24,5,2,2,4,0,0,3.5,3.48,2.65,3.23,3.26,2.32,2.17,1.87,2.06,1.76
2021/2022,Italy,A,10/12/2021,19:45,Genoa,Sampdoria,1,3,Away,0,1,A,12,14,2,6,15,17,8,3,2,2,0,0,3.4,3.3,2.45,3.27,3.18,2.37,2.23,1.81,2.16,1.71
2021/2022,Italy,A,11/12/2021,14:00,Fiorentina,Salernitana,4,0,Home,1,0,H,17,11,9,6,9,11,1,3,1,1,0,0,1.37,5.65,11,1.32,5.41,9.59,1.72,2.31,1.67,2.23
2021/2022,Italy,A,11/12/2021,17:00,Venezia,Juventus,1,1,Draw,0,1,A,13,20,4,6,20,10,3,11,4,2,0,0,9.5,5.05,1.44,8.54,4.8,1.39,1.81,2.21,1.75,2.09
2021/2022,Italy,A,11/12/2021,19:45,Udinese,Milan,1,1,Draw,1,0,H,11,12,6,1,17,10,3,5,2,2,1,0,4.45,3.74,1.95,4.23,3.58,1.9,2,1.99,1.92,1.9
2021/2022,Italy,A,12/12/2021,11:30,Torino,Bologna,2,1,Home,1,0,H,16,8,7,5,16,18,5,0,2,4,0,0,2.36,3.4,3.55,2.28,3.23,3.37,2.14,1.82,2.07,1.77
2021/2022,Italy,A,12/12/2021,14:00,Verona,Atalanta,1,2,Away,1,1,D,19,14,4,6,12,10,6,6,2,1,0,0,3.94,4.1,1.99,3.74,3.9,1.92,1.6,2.61,1.55,2.46
2021/2022,Italy,A,12/12/2021,17:00,Napoli,Empoli,0,1,Away,0,0,D,30,12,6,5,8,11,10,3,0,1,0,0,1.39,5.81,10,1.36,5.26,8.4,1.51,2.85,1.47,2.7
2021/2022,Italy,A,12/12/2021,17:00,Sassuolo,Lazio,2,1,Home,0,1,A,17,6,6,2,9,11,6,0,1,2,1,0,2.8,3.76,2.69,2.67,3.55,2.56,1.6,2.57,1.55,2.45
2021/2022,Italy,A,12/12/2021,19:45,Inter,Cagliari,4,0,Home,1,0,H,24,5,15,2,9,13,9,0,1,2,0,0,1.2,8,19,1.18,7.45,15.53,1.38,3.33,1.35,3.2
2021/2022,Italy,A,13/12/2021,19:45,Roma,Spezia,2,0,Home,1,0,H,12,8,6,2,13,7,9,4,4,1,1,0,1.46,5.2,8.5,1.41,4.89,7.33,1.59,2.57,1.54,2.48
2021/2022,Italy,A,17/12/2021,17:30,Lazio,Genoa,3,1,Home,1,0,H,11,4,5,2,9,8,5,2,0,3,0,0,1.58,4.4,7,1.54,4.21,6.5,1.92,2.06,1.85,1.98
2021/2022,Italy,A,17/12/2021,19:45,Salernitana,Inter,0,5,Away,0,2,A,10,23,2,8,10,10,3,10,1,2,0,0,19.62,8.8,1.2,16.81,7.85,1.17,1.5,2.9,1.44,2.77
2021/2022,Italy,A,18/12/2021,14:00,Atalanta,Roma,1,4,Away,1,2,A,17,8,6,5,11,15,10,0,1,3,0,0,1.75,4.55,5,1.69,4.25,4.58,1.63,2.55,1.56,2.42
2021/2022,Italy,A,18/12/2021,17:00,Bologna,Juventus,0,2,Away,0,1,A,11,11,3,7,7,19,8,4,1,1,0,0,4.4,3.84,1.94,4.18,3.62,1.89,1.98,1.98,1.91,1.91
2021/2022,Italy,A,18/12/2021,19:45,Cagliari,Udinese,0,4,Away,0,2,A,5,10,2,5,12,14,4,2,4,2,1,0,3.15,3.44,2.53,3.01,3.3,2.45,2.02,1.95,1.95,1.87
2021/2022,Italy,A,19/12/2021,11:30,Fiorentina,Sassuolo,2,2,Draw,0,2,A,23,8,8,4,7,14,9,3,3,5,1,0,1.96,4.03,4.15,1.89,3.84,3.93,1.6,2.6,1.55,2.47
2021/2022,Italy,A,19/12/2021,14:00,Spezia,Empoli,1,1,Draw,0,0,D,9,22,2,6,20,9,3,5,3,2,0,0,2.75,3.79,2.7,2.65,3.65,2.53,1.66,2.43,1.61,2.34
2021/2022,Italy,A,19/12/2021,17:00,Sampdoria,Venezia,1,1,Draw,1,0,H,18,12,8,1,8,17,4,3,2,1,0,0,1.85,3.92,4.94,1.79,3.76,4.55,1.83,2.19,1.75,2.09
2021/2022,Italy,A,19/12/2021,17:00,Torino,Verona,1,0,Home,1,0,H,8,8,1,2,15,7,5,3,1,2,0,1,2.29,3.5,3.53,2.23,3.37,3.34,2.05,1.99,1.93,1.89
2021/2022,Italy,A,19/12/2021,19:45,Milan,Napoli,0,1,Away,0,1,A,12,11,2,2,14,18,5,5,0,2,0,0,2.38,3.7,3.22,2.28,3.53,3.1,1.89,2.11,1.8,2.03
2021/2022,Italy,A,21/12/2021,19:45,Genoa,Atalanta,0,0,Draw,0,0,D,1,17,0,3,13,15,3,8,2,1,0,0,8.2,5.5,1.44,7.66,5.03,1.41,1.58,2.57,1.54,2.48
2021/2022,Italy,A,21/12/2021,19:45,Juventus,Cagliari,2,0,Home,1,0,H,15,6,4,1,16,12,7,1,0,3,0,0,1.23,7.25,21,1.2,6.61,17.1,1.78,2.34,1.7,2.17
2021/2022,Italy,A,22/12/2021,15:30,Sassuolo,Bologna,0,3,Away,0,2,A,13,9,5,5,13,12,5,5,1,3,0,0,2.08,3.79,3.75,2.03,3.68,3.55,1.69,2.45,1.6,2.35
2021/2022,Italy,A,22/12/2021,15:30,Venezia,Lazio,1,3,Away,1,1,D,11,7,2,4,11,10,4,4,3,3,1,0,4.65,3.85,1.96,4.13,3.63,1.9,1.89,2.11,1.81,2.02
2021/2022,Italy,A,22/12/2021,17:30,Inter,Torino,1,0,Home,1,0,H,14,12,3,3,10,17,7,4,1,0,0,0,1.38,5.8,11,1.33,5.41,9.5,1.7,2.45,1.62,2.34
2021/2022,Italy,A,22/12/2021,17:30,Roma,Sampdoria,1,1,Draw,0,0,D,15,10,4,2,6,8,10,2,0,3,0,0,1.62,4.5,6,1.57,4.32,5.62,1.69,2.37,1.63,2.3
2021/2022,Italy,A,22/12/2021,17:30,Verona,Fiorentina,1,1,Draw,1,0,H,7,11,2,1,15,5,3,8,2,1,0,0,3.04,3.6,2.54,2.89,3.45,2.43,1.79,2.27,1.7,2.16
2021/2022,Italy,A,22/12/2021,19:45,Empoli,Milan,2,4,Away,1,2,A,16,18,5,8,18,10,7,3,1,2,0,0,4.8,4.25,1.82,4.46,3.99,1.76,1.62,2.48,1.57,2.4
2021/2022,Italy,A,22/12/2021,19:45,Napoli,Spezia,0,1,Away,0,1,A,25,8,7,0,14,12,10,5,2,3,0,0,1.28,6.7,15,1.25,6.27,12.17,1.51,2.8,1.47,2.68
2021/2022,Italy,A,06/01/2022,11:30,Sampdoria,Cagliari,1,2,Away,1,0,H,4,15,1,7,12,17,0,5,1,3,1,0,1.9,3.94,4.6,1.84,3.72,4.24,1.87,2.12,1.8,2.04
2021/2022,Italy,A,06/01/2022,13:30,Lazio,Empoli,3,3,Draw,1,2,A,23,11,10,4,13,11,9,2,4,4,0,0,1.66,4.7,5.5,1.61,4.43,4.99,1.54,2.71,1.51,2.57
