Championship Year,Country,Serie,Date,Time,Home Team,Away Team,Full Time Home Team Goals,Full Time Away Team Goals,Full Time Result,Half Time Home Team Goals,Half Time Away Team Goals,Half Time Result,Home Team Shots,Away Team Shots,Home Team Shots on Target,Away Team Shots on Target,Home Team Fouls Committed,Away Team Fouls Committed,Home Team Corners,Away Team Corners,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Red Cards,Away Team Red Cards,Market maximum home win odds,Market maximum draw win odds,Market maximum away win odds,Market average home win odds,Market average draw win odds,Market average away win odds,Market maximum over 2.5 goals,Market maximum under 2.5 goals,Market average over 2.5 goals,Market average under 2.5 goals
2019/2020,Italy,A,13/07/2020,20:45,Inter,Torino,3,1,Home,0,1,A,20,6,11,4,21,18,9,2,5,3,0,0,1.48,5.05,7.8,1.45,4.62,6.85,1.68,2.46,1.62,2.31
2019/2020,Italy,A,14/07/2020,20:45,Atalanta,Brescia,6,2,Home,4,1,H,13,6,7,5,12,10,1,1,0,0,0,0,1.17,10.25,21,1.14,8.7,17.89,1.3,4,1.26,3.75
2019/2020,Italy,A,15/07/2020,18:30,Bologna,Napoli,1,1,Draw,0,1,A,11,9,2,4,20,9,8,4,1,1,0,0,4.7,4.1,1.86,4.3,3.89,1.79,1.71,2.41,1.65,2.26
2019/2020,Italy,A,15/07/2020,18:30,Milan,Parma,3,1,Home,0,1,A,21,9,7,5,9,10,7,6,1,2,0,0,1.48,5,8.5,1.44,4.66,7.06,1.66,2.5,1.6,2.35
2019/2020,Italy,A,15/07/2020,18:30,Sampdoria,Cagliari,3,0,Home,2,0,H,9,15,4,3,13,15,4,3,0,2,0,0,2.02,3.74,4.15,1.96,3.55,3.88,1.97,2.02,1.87,1.94
2019/2020,Italy,A,15/07/2020,20:45,Lecce,Fiorentina,1,3,Away,0,3,A,10,12,3,7,15,7,6,5,3,2,0,0,3.75,3.9,2.1,3.59,3.69,2,1.72,2.42,1.62,2.3
2019/2020,Italy,A,15/07/2020,20:45,Roma,Verona,2,1,Home,2,0,H,20,9,6,3,14,6,7,6,4,3,0,0,1.68,4.4,5.75,1.62,4.15,5.21,1.66,2.52,1.6,2.33
2019/2020,Italy,A,15/07/2020,20:45,Sassuolo,Juventus,3,3,Draw,1,2,A,16,13,12,6,14,13,3,9,4,4,0,0,5.5,4.52,1.69,5.13,4.2,1.62,1.55,2.63,1.51,2.53
2019/2020,Italy,A,15/07/2020,20:45,Udinese,Lazio,0,0,Draw,0,0,D,15,15,7,3,12,11,4,5,2,3,0,0,3.9,3.75,2.13,3.66,3.51,2.03,1.93,2.06,1.84,1.97
2019/2020,Italy,A,16/07/2020,18:30,Torino,Genoa,3,0,Home,1,0,H,8,10,4,4,20,18,8,4,2,2,0,0,2.27,3.58,3.62,2.17,3.36,3.4,1.99,2,1.9,1.91
2019/2020,Italy,A,16/07/2020,20:45,Spal,Inter,0,4,Away,0,1,A,8,13,1,8,10,9,0,7,2,3,0,0,10,6,1.37,8.98,5.37,1.33,1.6,2.65,1.55,2.46
2019/2020,Italy,A,18/07/2020,16:15,Verona,Atalanta,1,1,Draw,0,0,D,11,17,8,7,15,15,7,5,2,2,0,0,7.4,5.75,1.44,6.81,5.12,1.41,1.43,3.2,1.39,2.96
2019/2020,Italy,A,18/07/2020,18:30,Cagliari,Sassuolo,1,1,Draw,0,1,A,2,5,1,2,14,15,0,9,4,2,1,0,3.32,3.98,2.22,3.17,3.75,2.13,1.57,2.74,1.51,2.54
2019/2020,Italy,A,18/07/2020,20:45,Milan,Bologna,5,1,Home,2,1,H,17,8,14,3,19,14,7,2,2,1,0,0,1.57,4.7,6.75,1.53,4.44,5.9,1.6,2.68,1.52,2.53
2019/2020,Italy,A,19/07/2020,16:15,Parma,Sampdoria,2,3,Away,2,0,H,13,12,7,5,13,11,4,6,0,1,0,0,3.16,3.14,2.77,3,2.93,2.63,2.13,1.89,2.01,1.8
2019/2020,Italy,A,19/07/2020,18:30,Brescia,Spal,2,1,Home,0,1,A,15,13,6,7,10,14,7,4,2,2,0,0,2.45,3.82,3.15,2.33,3.5,2.96,1.87,2.13,1.79,2.02
2019/2020,Italy,A,19/07/2020,18:30,Fiorentina,Torino,2,0,Home,1,0,H,12,5,4,1,7,11,4,1,1,2,0,0,2.08,3.7,4.3,1.98,3.39,4.01,1.9,2.1,1.81,2
2019/2020,Italy,A,19/07/2020,18:30,Genoa,Lecce,2,1,Home,1,0,H,8,17,5,2,12,10,3,8,2,3,0,0,1.97,3.95,4.1,1.9,3.78,3.85,1.69,2.43,1.61,2.31
2019/2020,Italy,A,19/07/2020,18:30,Napoli,Udinese,2,1,Home,1,1,D,17,3,10,3,13,17,2,3,3,2,0,0,1.53,4.7,7.5,1.49,4.36,6.56,1.84,2.18,1.75,2.08
2019/2020,Italy,A,19/07/2020,20:45,Roma,Inter,2,2,Draw,1,1,D,6,4,3,3,18,13,8,5,1,1,0,0,3.19,3.98,2.36,3.01,3.61,2.26,1.63,2.57,1.57,2.4
2019/2020,Italy,A,20/07/2020,20:45,Juventus,Lazio,2,1,Home,0,0,D,13,6,10,5,18,15,4,7,3,1,0,0,1.73,4.25,5.4,1.67,4.03,4.86,1.75,2.35,1.67,2.2
2019/2020,Italy,A,21/07/2020,18:30,Atalanta,Bologna,1,0,Home,0,0,D,13,9,7,2,19,14,6,4,4,2,0,0,1.31,6.7,12,1.28,6.05,9.79,1.34,3.6,1.31,3.37
2019/2020,Italy,A,21/07/2020,20:45,Sassuolo,Milan,1,2,Away,1,2,A,6,12,3,8,12,24,5,3,3,4,1,0,3.66,4.1,2.08,3.44,3.87,1.99,1.48,2.86,1.44,2.73
2019/2020,Italy,A,22/07/2020,18:30,Parma,Napoli,2,1,Home,1,0,H,6,12,3,4,8,12,3,3,3,1,0,0,6.5,4.6,1.59,5.78,4.28,1.55,1.68,2.38,1.62,2.28
2019/2020,Italy,A,22/07/2020,20:45,Inter,Fiorentina,0,0,Draw,0,0,D,12,6,9,4,13,13,11,2,1,3,0,0,1.52,4.95,7,1.46,4.67,6.5,1.59,2.68,1.52,2.49
2019/2020,Italy,A,22/07/2020,20:45,Lecce,Brescia,3,1,Home,2,0,H,13,10,10,3,11,11,5,10,2,1,0,0,1.86,4.2,4.56,1.79,3.97,4.12,1.6,2.65,1.52,2.5
2019/2020,Italy,A,22/07/2020,20:45,Sampdoria,Genoa,1,2,Away,1,1,D,11,7,7,5,14,13,5,0,4,2,0,0,2.62,3.46,3.04,2.5,3.26,2.87,1.98,2.02,1.9,1.9
2019/2020,Italy,A,22/07/2020,20:45,Spal,Roma,1,6,Away,1,2,A,9,13,4,9,10,11,3,1,1,0,0,0,9.4,5.7,1.39,8.15,5.29,1.35,1.47,2.9,1.43,2.76
2019/2020,Italy,A,22/07/2020,20:45,Torino,Verona,1,1,Draw,0,0,D,6,8,4,6,18,16,5,4,4,2,0,0,2.48,3.42,3.26,2.37,3.3,3.04,2,1.99,1.9,1.89
2019/2020,Italy,A,23/07/2020,18:30,Udinese,Juventus,2,1,Home,0,1,A,9,14,4,6,9,8,3,7,2,2,0,0,5.65,4.3,1.7,5.2,3.91,1.65,1.83,2.19,1.73,2.09
2019/2020,Italy,A,23/07/2020,20:45,Lazio,Cagliari,2,1,Home,0,1,A,16,8,12,4,14,11,13,3,3,1,0,0,1.52,4.9,8,1.47,4.57,6.51,1.58,2.6,1.53,2.45
2019/2020,Italy,A,24/07/2020,20:45,Milan,Atalanta,1,1,Draw,1,1,D,6,9,3,4,17,12,3,7,1,1,0,0,2.96,4.05,2.38,2.86,3.81,2.3,1.51,2.8,1.48,2.65
2019/2020,Italy,A,25/07/2020,16:15,Brescia,Parma,1,2,Away,0,0,D,10,12,7,6,15,13,5,3,4,0,0,0,3.62,3.96,2.13,3.4,3.72,2.05,1.66,2.5,1.58,2.36
2019/2020,Italy,A,25/07/2020,18:30,Genoa,Inter,0,3,Away,0,1,A,7,8,2,4,12,15,4,6,2,3,0,0,5.5,4.45,1.69,5.07,4.16,1.63,1.64,2.55,1.56,2.42
2019/2020,Italy,A,25/07/2020,20:45,Napoli,Sassuolo,2,0,Home,1,0,H,16,4,9,1,4,10,7,4,1,3,0,0,1.62,4.7,6,1.57,4.43,5.33,1.53,2.69,1.49,2.58
2019/2020,Italy,A,26/07/2020,16:15,Bologna,Lecce,3,2,Home,2,1,H,18,19,12,10,16,8,9,6,1,1,0,0,2.5,3.86,2.91,2.39,3.62,2.79,1.61,2.63,1.53,2.48
2019/2020,Italy,A,26/07/2020,18:30,Cagliari,Udinese,0,1,Away,0,1,A,14,10,8,6,10,17,4,8,2,1,0,0,3.9,3.68,2.15,3.66,3.44,2.04,1.99,2,1.88,1.91
2019/2020,Italy,A,26/07/2020,18:30,Roma,Fiorentina,2,1,Home,1,0,H,12,4,7,2,13,14,8,3,1,4,0,0,1.69,4.5,5.5,1.62,4.26,4.98,1.57,2.74,1.51,2.54
2019/2020,Italy,A,26/07/2020,18:30,Spal,Torino,1,1,Draw,0,0,D,3,14,2,7,11,17,0,10,2,3,0,0,6.1,4.54,1.6,5.68,4.24,1.56,1.71,2.39,1.64,2.25
2019/2020,Italy,A,26/07/2020,18:30,Verona,Lazio,1,5,Away,1,1,D,9,12,6,7,16,7,8,5,2,2,0,0,3.66,3.75,2.19,3.43,3.54,2.09,1.74,2.34,1.66,2.21
2019/2020,Italy,A,26/07/2020,20:45,Juventus,Sampdoria,2,0,Home,1,0,H,14,13,8,8,17,13,4,5,4,5,0,1,1.3,6.75,13,1.26,5.87,11.13,1.54,2.67,1.51,2.53
2019/2020,Italy,A,28/07/2020,18:30,Parma,Atalanta,1,2,Away,1,0,H,8,11,6,5,17,16,3,3,2,1,0,0,10,5.94,1.4,7.88,5.43,1.35,1.42,3.2,1.38,2.98
2019/2020,Italy,A,28/07/2020,20:45,Inter,Napoli,2,0,Home,1,0,H,6,8,5,2,16,8,3,9,4,1,0,0,2.12,3.85,3.75,2.04,3.67,3.47,1.77,2.28,1.69,2.17
2019/2020,Italy,A,29/07/2020,18:30,Lazio,Brescia,2,0,Home,1,0,H,25,8,15,3,11,10,5,6,1,2,0,0,1.22,8.25,17.25,1.18,7.47,14.04,1.37,3.5,1.33,3.27
2019/2020,Italy,A,29/07/2020,18:30,Sampdoria,Milan,1,4,Away,0,1,A,16,18,5,11,5,6,4,6,1,1,0,0,5.35,4.2,1.74,4.85,3.98,1.68,1.77,2.28,1.68,2.17
2019/2020,Italy,A,29/07/2020,18:30,Sassuolo,Genoa,5,0,Home,2,0,H,15,10,9,3,11,6,2,3,1,1,0,0,2.46,3.82,3.06,2.35,3.54,2.9,1.67,2.49,1.6,2.33
2019/2020,Italy,A,29/07/2020,18:30,Udinese,Lecce,1,2,Away,1,1,D,8,10,3,6,12,11,5,5,1,4,0,0,2.45,3.75,3.08,2.32,3.57,2.92,1.77,2.28,1.68,2.17
2019/2020,Italy,A,29/07/2020,18:30,Verona,Spal,3,0,Home,2,0,H,14,12,9,5,15,13,7,1,1,1,0,0,1.62,4.5,6.15,1.56,4.27,5.74,1.79,2.25,1.7,2.13
2019/2020,Italy,A,29/07/2020,20:45,Cagliari,Juventus,2,0,Home,2,0,H,9,20,5,10,13,12,1,9,2,1,0,0,7,4.71,1.58,6.08,4.25,1.53,1.72,2.38,1.63,2.25
2019/2020,Italy,A,29/07/2020,20:45,Fiorentina,Bologna,4,0,Home,0,0,D,15,8,9,3,14,11,3,5,2,1,0,0,2.09,3.76,3.88,2.02,3.55,3.65,1.88,2.12,1.79,2.02
2019/2020,Italy,A,29/07/2020,20:45,Torino,Roma,2,3,Away,1,2,A,5,12,5,7,8,18,4,8,2,3,0,0,5,4.15,1.78,4.6,3.98,1.71,1.68,2.46,1.6,2.33
2019/2020,Italy,A,01/08/2020,17:00,Brescia,Sampdoria,1,1,Draw,0,1,A,11,11,6,5,9,17,5,4,1,4,0,1,7,5.1,1.53,6.4,4.75,1.46,1.4,3.25,1.36,3.08
2019/2020,Italy,A,01/08/2020,19:45,Atalanta,Inter,0,2,Away,0,2,A,8,7,3,4,10,12,7,1,2,3,0,0,2.41,3.96,2.99,2.33,3.72,2.83,1.51,2.75,1.47,2.63
2019/2020,Italy,A,01/08/2020,19:45,Juventus,Roma,1,3,Away,1,2,A,9,9,4,7,10,12,6,5,1,4,0,0,2.96,4.25,2.35,2.8,3.96,2.26,1.5,2.98,1.45,2.75
2019/2020,Italy,A,01/08/2020,19:45,Milan,Cagliari,3,0,Home,1,0,H,12,4,7,3,16,7,7,6,1,3,0,0,1.36,6.4,8.9,1.33,5.71,8.06,1.34,3.6,1.32,3.34
2019/2020,Italy,A,01/08/2020,19:45,Napoli,Lazio,3,1,Home,1,1,D,11,8,6,4,10,11,2,2,3,2,0,0,3,4,2.42,2.84,3.78,2.3,1.56,2.79,1.48,2.65
2019/2020,Italy,A,02/08/2020,17:00,Spal,Fiorentina,1,3,Away,1,1,D,7,20,5,11,6,14,3,10,1,1,0,0,7,5.35,1.51,6.27,4.85,1.46,1.45,3.2,1.39,2.96
2019/2020,Italy,A,02/08/2020,19:45,Bologna,Torino,1,1,Draw,1,0,H,13,13,5,11,15,17,7,3,3,3,0,0,2.23,4.33,3.13,2.15,4.02,2.96,1.42,3.22,1.37,3.02
2019/2020,Italy,A,02/08/2020,19:45,Genoa,Verona,3,0,Home,3,0,H,4,13,4,3,8,13,4,9,4,0,2,1,1.58,4.75,6.3,1.54,4.46,5.66,1.59,2.68,1.52,2.5
2019/2020,Italy,A,02/08/2020,19:45,Lecce,Parma,3,4,Away,2,2,D,12,18,8,11,3,7,5,4,0,2,0,0,1.59,4.95,6,1.53,4.64,5.48,1.41,3.2,1.37,3.03
2019/2020,Italy,A,02/08/2020,19:45,Sassuolo,Udinese,0,1,Away,0,0,D,18,7,14,3,9,11,6,7,1,1,0,0,2.03,4.22,3.77,1.93,4.04,3.5,1.44,3.05,1.4,2.88
2019/2020,Italy,B,23/08/2019,20:00,Pisa,Benevento,0,0,Draw,0,0,D,8,13,0,4,15,18,7,1,4,1,0,0,4.4,3.42,2.1,3.85,3.19,2.01,2.13,1.83,2.03,1.77
2019/2020,Italy,B,24/08/2019,17:00,Crotone,Cosenza,0,0,Draw,0,0,D,15,7,3,5,13,19,6,4,1,3,0,1,2.1,3.22,4.34,2.03,3.09,3.91,2.33,1.69,2.21,1.64
2019/2020,Italy,B,24/08/2019,17:00,Salernitana,Pescara,3,1,Home,1,0,H,20,10,11,2,11,12,4,5,2,2,0,0,2.47,3.2,3.19,2.39,3.09,3.03,2.25,1.77,2.13,1.7
2019/2020,Italy,B,24/08/2019,20:00,Ascoli,Trapani,3,1,Home,1,0,H,9,12,6,3,14,20,4,4,0,5,1,1,1.97,3.34,4.55,1.93,3.22,4.15,2.27,1.73,2.18,1.66
2019/2020,Italy,B,24/08/2019,20:00,Cittadella,Spezia,0,3,Away,0,0,D,10,9,3,3,14,21,5,3,2,1,0,0,2.49,3.25,3.26,2.4,3.04,3.07,2.23,1.78,2.1,1.72
2019/2020,Italy,B,24/08/2019,20:00,Venezia,Cremonese,1,2,Away,0,0,D,12,11,1,5,7,19,6,5,2,3,0,0,3.07,3.1,2.7,2.9,2.98,2.56,2.45,1.63,2.34,1.57
2019/2020,Italy,B,24/08/2019,20:00,Virtus Entella,Livorno,1,0,Home,1,0,H,6,5,3,2,18,18,4,4,2,3,0,0,2.22,3.13,3.93,2.17,3.01,3.59,2.35,1.68,2.24,1.63
2019/2020,Italy,B,25/08/2019,17:00,Empoli,Juve Stabia,2,1,Home,1,0,H,15,4,4,3,14,11,1,0,1,1,0,0,1.59,3.92,7.18,1.55,3.73,6.24,2,1.95,1.91,1.88
2019/2020,Italy,B,25/08/2019,20:00,Perugia,Chievo,2,1,Home,1,1,D,16,10,4,6,16,10,4,8,3,2,0,0,2.38,3.2,3.46,2.3,3.07,3.23,2.27,1.74,2.18,1.67
2019/2020,Italy,B,26/08/2019,20:00,Pordenone,Frosinone,3,0,Home,1,0,H,18,16,5,5,14,24,3,4,1,3,0,0,3.76,3.45,2.28,3.54,3.1,2.14,2.14,1.8,2.07,1.73
2019/2020,Italy,B,30/08/2019,20:00,Chievo,Empoli,1,1,Draw,1,1,D,14,13,5,6,12,15,4,3,0,0,0,0,2.64,3.15,2.96,2.55,3.06,2.85,2.19,1.79,2.1,1.72
2019/2020,Italy,B,31/08/2019,17:00,Benevento,Cittadella,4,1,Home,1,0,H,17,9,7,7,16,15,7,4,1,1,0,0,1.87,3.42,5.3,1.82,3.25,4.68,2.21,1.77,2.11,1.71
2019/2020,Italy,B,31/08/2019,17:00,Spezia,Crotone,1,2,Away,1,2,A,8,6,6,3,8,17,6,2,0,3,0,0,2.1,3.32,4.2,2.01,3.19,3.86,2.28,1.75,2.14,1.69
2019/2020,Italy,B,31/08/2019,20:00,Cosenza,Salernitana,0,1,Away,0,0,D,8,6,3,3,20,16,3,1,3,4,0,0,2.45,3.1,3.5,2.35,2.95,3.27,2.35,1.67,2.23,1.63
2019/2020,Italy,B,31/08/2019,20:00,Cremonese,Virtus Entella,0,1,Away,0,1,A,15,11,5,4,10,8,6,6,1,2,0,0,1.82,3.43,5.78,1.77,3.3,5.03,2.25,1.77,2.1,1.71
2019/2020,Italy,B,31/08/2019,20:00,Livorno,Perugia,0,1,Away,0,0,D,12,6,3,1,17,13,12,2,1,4,0,1,3.1,3.1,2.65,2.95,2.97,2.53,2.31,1.69,2.21,1.64
2019/2020,Italy,B,31/08/2019,20:00,Trapani,Venezia,0,1,Away,0,1,A,11,13,4,4,19,16,6,7,2,2,0,0,2.41,3.1,3.5,2.31,2.98,3.31,2.35,1.67,2.26,1.61
2019/2020,Italy,B,01/09/2019,17:00,Juve Stabia,Pisa,0,2,Away,0,1,A,14,11,1,3,23,14,8,2,4,2,0,1,2.23,3.24,4.06,2.14,2.97,3.76,2.56,1.58,2.44,1.53
2019/2020,Italy,B,01/09/2019,17:00,Pescara,Pordenone,4,2,Home,1,2,A,19,11,4,2,17,18,5,3,3,2,0,0,2.11,3.32,4.15,2.04,3.16,3.82,2.16,1.81,2.06,1.75
2019/2020,Italy,B,01/09/2019,20:00,Frosinone,Ascoli,2,1,Home,0,1,A,20,11,8,5,19,28,7,2,5,4,1,0,1.82,3.58,5.44,1.77,3.37,4.8,2.01,1.92,1.94,1.85
2019/2020,Italy,B,13/09/2019,20:00,Pordenone,Spezia,1,0,Home,0,0,D,12,11,5,1,18,24,5,4,1,3,0,0,2.81,3.12,2.91,2.67,2.99,2.78,2.24,1.75,2.15,1.69
2019/2020,Italy,B,14/09/2019,14:00,Ascoli,Livorno,2,0,Home,1,0,H,11,9,4,4,16,19,4,3,4,3,0,0,2.21,3.3,4,2.15,3.02,3.67,2.41,1.65,2.31,1.59
2019/2020,Italy,B,14/09/2019,14:00,Cittadella,Trapani,2,0,Home,0,0,D,13,8,6,4,24,16,7,5,3,3,0,0,1.87,3.4,5.27,1.82,3.29,4.63,2.17,1.8,2.07,1.74
2019/2020,Italy,B,14/09/2019,14:00,Perugia,Juve Stabia,0,0,Draw,0,0,D,11,12,4,5,13,24,6,7,0,4,0,1,1.72,3.7,6,1.68,3.5,5.31,2.12,1.83,2.03,1.77
2019/2020,Italy,B,14/09/2019,14:00,Virtus Entella,Frosinone,1,0,Home,0,0,D,8,17,3,8,15,13,4,5,3,3,0,0,3.28,3.2,2.51,3.05,3.04,2.43,2.13,1.83,2.05,1.75
2019/2020,Italy,B,14/09/2019,17:00,Venezia,Chievo,0,2,Away,0,1,A,5,8,2,4,13,16,2,3,2,3,1,0,2.88,3.2,2.86,2.73,2.95,2.74,2.39,1.65,2.29,1.6
2019/2020,Italy,B,15/09/2019,14:00,Cosenza,Pescara,1,2,Away,0,1,A,13,6,5,1,15,14,7,1,1,2,0,0,2.49,3.1,3.32,2.39,2.98,3.17,2.35,1.67,2.24,1.63
2019/2020,Italy,B,15/09/2019,14:00,Crotone,Empoli,0,0,Draw,0,0,D,19,10,6,1,12,17,14,2,1,1,0,0,2.72,3.25,2.99,2.61,3.03,2.81,2.13,1.83,2.05,1.76
2019/2020,Italy,B,15/09/2019,20:00,Pisa,Cremonese,4,1,Home,1,0,H,15,21,8,5,9,15,4,6,2,3,0,0,2.93,3.13,2.85,2.79,2.92,2.7,2.55,1.58,2.44,1.53
2019/2020,Italy,B,16/09/2019,20:00,Salernitana,Benevento,0,2,Away,0,0,D,10,14,0,4,18,14,4,7,3,0,0,0,2.96,3.12,2.8,2.77,2.97,2.68,2.25,1.74,2.14,1.69
2019/2020,Italy,B,20/09/2019,20:00,Frosinone,Venezia,1,1,Draw,0,0,D,10,10,4,4,17,24,4,5,2,4,0,0,1.7,3.75,6.25,1.64,3.55,5.62,2.1,1.95,2,1.8
2019/2020,Italy,B,21/09/2019,14:00,Benevento,Cosenza,1,0,Home,0,0,D,14,10,3,5,14,18,6,3,1,5,0,0,1.66,3.84,7.07,1.6,3.62,6.03,2.19,1.8,2.09,1.73
2019/2020,Italy,B,21/09/2019,14:00,Cremonese,Crotone,2,1,Home,2,1,H,15,18,7,6,15,17,6,3,2,2,0,0,2.27,3.32,3.63,2.2,3.09,3.42,2.33,1.68,2.23,1.63
2019/2020,Italy,B,21/09/2019,14:00,Empoli,Cittadella,1,0,Home,1,0,H,10,16,3,2,17,21,3,4,1,4,0,0,1.77,3.63,5.84,1.72,3.43,5.11,2.05,1.91,1.98,1.82
2019/2020,Italy,B,21/09/2019,14:00,Juve Stabia,Ascoli,1,5,Away,0,0,D,20,19,9,9,18,12,4,3,4,3,1,0,2.42,3.15,3.5,2.31,3.05,3.24,2.26,1.73,2.17,1.67
2019/2020,Italy,B,21/09/2019,14:00,Livorno,Pordenone,2,1,Home,1,0,H,10,11,4,4,16,24,4,6,1,3,0,0,2.16,3.32,4.1,2.1,3.07,3.76,2.42,1.65,2.31,1.59
2019/2020,Italy,B,21/09/2019,14:00,Pescara,Virtus Entella,1,1,Draw,0,1,A,11,5,5,3,10,12,3,1,2,3,1,0,2.6,3.34,3,2.49,3.13,2.87,2.17,1.79,2.09,1.73
2019/2020,Italy,B,21/09/2019,14:00,Spezia,Perugia,2,2,Draw,2,1,H,13,11,5,5,19,14,4,7,1,4,0,0,2.45,3.2,3.33,2.38,3.05,3.11,2.24,1.73,2.16,1.68
2019/2020,Italy,B,21/09/2019,17:00,Chievo,Pisa,2,2,Draw,0,1,A,18,14,8,4,12,10,4,1,1,2,0,0,2.13,3.2,4.14,2.07,3.09,3.82,2.29,1.7,2.22,1.64
2019/2020,Italy,B,22/09/2019,20:00,Trapani,Salernitana,0,1,Away,0,0,D,12,4,5,1,20,18,4,2,5,2,0,0,2.77,3.24,2.96,2.64,3.01,2.8,2.29,1.71,2.2,1.65
2019/2020,Italy,B,24/09/2019,20:00,Ascoli,Spezia,3,0,Home,2,0,H,8,15,4,1,11,16,2,7,3,4,0,1,2.55,3.22,3.19,2.45,3.07,2.99,2.17,1.8,2.06,1.75
2019/2020,Italy,B,24/09/2019,20:00,Cittadella,Pescara,2,1,Home,1,0,H,15,11,6,2,14,9,3,4,5,2,0,0,2.13,3.52,3.8,2.08,3.28,3.53,1.95,1.99,1.88,1.91
2019/2020,Italy,B,24/09/2019,20:00,Cosenza,Livorno,1,1,Draw,0,0,D,9,12,5,4,19,20,6,2,2,1,0,0,2.5,3,3.5,2.39,2.87,3.32,2.73,1.53,2.59,1.48
2019/2020,Italy,B,24/09/2019,20:00,Crotone,Juve Stabia,2,0,Home,0,0,D,26,5,9,0,13,12,15,0,3,3,0,0,1.87,3.54,5.1,1.82,3.31,4.62,2.23,1.75,2.12,1.7
2019/2020,Italy,B,24/09/2019,20:00,Perugia,Frosinone,3,1,Home,2,1,H,19,5,7,2,20,14,7,5,1,3,0,0,2.45,3.2,3.37,2.35,3.05,3.18,2.25,1.76,2.14,1.69
2019/2020,Italy,B,24/09/2019,20:00,Pisa,Empoli,2,3,Away,1,1,D,9,15,6,5,12,15,7,3,2,4,0,0,2.74,3.2,2.9,2.61,3.04,2.8,2.26,1.73,2.17,1.68
2019/2020,Italy,B,24/09/2019,20:00,Pordenone,Benevento,1,1,Draw,1,1,D,14,12,4,6,21,24,5,3,4,2,0,0,3.23,3.2,2.48,3.07,3.05,2.41,2.17,1.8,2.08,1.73
2019/2020,Italy,B,24/09/2019,20:00,Virtus Entella,Venezia,0,2,Away,0,1,A,15,11,1,8,15,20,2,5,2,2,0,1,1.95,3.4,4.75,1.88,3.26,4.39,2.13,1.81,2.06,1.74
2019/2020,Italy,B,25/09/2019,18:00,Trapani,Cremonese,0,0,Draw,0,0,D,16,3,4,3,9,14,9,2,0,3,0,0,2.8,3.3,2.9,2.69,3.05,2.68,2.23,1.76,2.12,1.7
2019/2020,Italy,B,25/09/2019,20:00,Salernitana,Chievo,1,1,Draw,1,1,D,3,4,3,4,20,15,6,2,6,5,1,1,2.51,3.3,3.1,2.45,3.08,2.94,2.21,1.76,2.13,1.69
2019/2020,Italy,B,27/09/2019,20:00,Pescara,Crotone,0,3,Away,0,1,A,13,17,3,9,12,10,6,10,2,1,0,0,2.85,3.23,2.77,2.73,3.08,2.64,2.1,1.85,2.02,1.78
2019/2020,Italy,B,28/09/2019,14:00,Frosinone,Cosenza,1,1,Draw,1,0,H,7,12,0,4,13,12,9,3,4,3,1,0,1.78,3.66,5.65,1.72,3.46,5.03,2.22,1.78,2.11,1.71
2019/2020,Italy,B,28/09/2019,14:00,Juve Stabia,Cittadella,0,1,Away,0,0,D,7,10,2,2,19,22,6,1,4,5,1,0,2.81,3.2,2.85,2.69,3.02,2.73,2.2,1.78,2.1,1.71
2019/2020,Italy,B,28/09/2019,14:00,Venezia,Pisa,1,1,Draw,1,1,D,11,11,3,3,12,16,8,4,4,4,0,1,2.59,3.2,3.21,2.46,2.97,3.06,2.41,1.64,2.31,1.59
2019/2020,Italy,B,28/09/2019,17:00,Empoli,Perugia,3,0,Home,2,0,H,15,18,7,3,10,19,1,4,0,2,0,0,2,3.52,4.36,1.95,3.3,3.95,2.1,1.88,2,1.8
2019/2020,Italy,B,29/09/2019,14:00,Benevento,Virtus Entella,1,1,Draw,1,0,H,21,7,5,3,10,19,3,5,4,3,0,0,1.71,3.85,6.53,1.64,3.55,5.6,2.14,1.83,2.04,1.76
2019/2020,Italy,B,29/09/2019,14:00,Chievo,Pordenone,1,1,Draw,0,1,A,20,6,8,2,14,17,9,4,3,5,0,2,2.16,3.3,4.3,2.08,3.14,3.7,2.23,1.78,2.11,1.71
2019/2020,Italy,B,29/09/2019,14:00,Spezia,Trapani,2,4,Away,1,3,A,11,8,3,8,13,16,8,2,0,1,0,0,1.85,3.55,5.56,1.76,3.38,4.9,2.16,1.81,2.06,1.74
2019/2020,Italy,B,29/09/2019,20:00,Livorno,Salernitana,2,3,Away,1,1,D,20,8,7,3,18,14,8,3,2,3,0,0,2.4,3.13,3.53,2.32,2.97,3.31,2.39,1.65,2.29,1.6
2019/2020,Italy,B,30/09/2019,20:00,Cremonese,Ascoli,1,0,Home,1,0,H,17,4,8,1,17,13,3,4,2,2,0,0,2.3,3.3,3.48,2.23,3.18,3.25,2.13,1.83,2.02,1.76
2019/2020,Italy,B,04/10/2019,20:00,Perugia,Pisa,1,0,Home,1,0,H,3,3,3,3,19,9,5,7,2,0,0,0,2.01,3.3,4.55,1.96,3.19,4.12,2.28,1.72,2.19,1.66
2019/2020,Italy,B,05/10/2019,14:00,Cosenza,Venezia,1,1,Draw,1,0,H,15,9,3,2,16,12,3,5,1,3,0,0,2.2,3.28,3.9,2.13,3.11,3.6,2.35,1.69,2.23,1.63
